stage,layer,n,mean_neg_score,mean_valence_score,mean_NEG,mean_NEU,mean_POS,pole_gap_NEG_minus_POS,persona_spread_within_NEG,persona_ratio_within_NEG,spearman_neg_score_vs_pole_num,spearman_valence_score_vs_pole_num,spearman_neg_score_vs_rating,spearman_valence_score_vs_rating,spearman_neg_score_vs_signed_intensity,spearman_valence_score_vs_signed_intensity
choice2,1,72,-8.420997215641869,8.420997215641869,-1.7279803951581318,-11.916966358820597,-11.618044892946878,9.890064497788746,1.1244514710171278,0.1136950594476443,-0.5385661396955728,0.5385661396955728,-0.10530941230138738,0.10530941230138738,-0.17937038870260913,0.17937038870260913
choice2,2,72,-1.3860679786238406,1.3860679786238406,4.107977736741304,-4.271134162942569,-3.9950475096702576,8.103025246411562,0.8793620271673258,0.1085226813968959,-0.6662505132404198,0.6662505132404198,-0.26807566696115315,0.26807566696115315,-0.3523835126876343,0.3523835126876343
choice2,3,72,-1.8252051754130258,1.8252051754130258,3.7206615010897317,-4.699626455704371,-4.496650571624438,8.21731207271417,0.7707167297326708,0.09379182911792515,-0.6654320236664144,0.6654320236664144,-0.29079508817571753,0.29079508817571753,-0.32636154829959624,0.32636154829959624
choice2,4,72,0.3921736872030629,-0.3921736872030629,4.833925720304251,-1.6859702890117962,-1.9714343696832657,6.805360089987516,1.0216219133563758,0.1501201846555411,-0.6965346274786207,0.6965346274786207,-0.41036743578639684,0.41036743578639684,-0.4069637595116584,0.4069637595116584
choice2,5,72,3.91155438663231,-3.91155438663231,7.181929796934128,2.6285679241021476,1.9241654388606548,5.257764358073473,0.9323038965328071,0.17731945234503013,-0.7718356682871202,0.7718356682871202,-0.49180964036312297,0.49180964036312297,-0.5828261239011966,0.5828261239011966
choice2,6,72,1.9222491449779935,-1.9222491449779935,5.308913841843605,0.3379860868056615,0.11984750628471375,5.189066335558891,1.2711582115829996,0.24496857996826682,-0.6965346274786207,0.6965346274786207,-0.45231228104508375,0.45231228104508375,-0.5434308461694327,0.5434308461694327
choice2,7,72,2.4351795609626503,-2.4351795609626503,5.547903160254161,1.4968377215166886,0.2607978011171023,5.287105359137058,1.1283238540334828,0.21341051055158916,-0.7832945223231963,0.7832945223231963,-0.525247362076386,0.525247362076386,-0.5960018020723551,0.5960018020723551
choice2,8,72,4.615817392865817,-4.615817392865817,6.856488128503163,4.077631553014119,2.9133324970801673,3.943155631422996,0.47596603272578303,0.12070688484441523,-0.8193080635794352,0.8193080635794352,-0.4971265925790128,0.4971265925790128,-0.610643274440055,0.610643274440055
choice2,9,72,5.405305493209097,-5.405305493209097,7.631622791290283,4.992468823989232,3.591824864347776,4.039797926942507,0.45602872457499777,0.11288404341554281,-0.8700544171677718,0.8700544171677718,-0.49766672740729373,0.49766672740729373,-0.5853624419491447,0.5853624419491447
choice2,10,72,4.780352159092824,-4.780352159092824,7.604063252607982,4.162206808725993,2.5747864159444966,5.029276836663485,0.7271264412036255,0.14457872668747632,-0.8585955631316958,0.8585955631316958,-0.5630061624158962,0.5630061624158962,-0.6404038375091593,0.6404038375091593
choice2,11,72,5.113287521733178,-5.113287521733178,7.76921941836675,4.555015216271083,3.0156279305617013,4.753591487805048,0.6968615393795609,0.1465968502273076,-0.8905166565179076,0.8905166565179076,-0.596005024581181,0.596005024581181,-0.6633130479292612,0.6633130479292612
choice2,12,72,6.008087560534477,-6.008087560534477,9.177968939145407,5.4916260441144304,3.354667698343595,5.823301240801811,0.8822782536526765,0.1515082626107104,-0.9077049375720215,0.9077049375720215,-0.6607536871213512,0.6607536871213512,-0.6955111114600298,0.6955111114600298
choice2,13,72,5.150829061865807,-5.150829061865807,7.611059546470642,4.907666643460591,2.933760995666186,4.677298550804457,0.7229505369689151,0.15456583092062268,-0.9011570209799782,0.9011570209799782,-0.6507949512249226,0.6507949512249226,-0.6829283388065733,0.6829283388065733
choice2,14,72,4.339930597692728,-4.339930597692728,6.5516471068064375,4.041414380073547,2.4267303061981997,4.124916800608238,1.005942583928067,0.24386978757480296,-0.7415515540489194,0.7415515540489194,-0.6468789737198862,0.6468789737198862,-0.6133607580628564,0.6133607580628564
choice2,15,72,3.0344469723188214,-3.0344469723188214,6.025972257057826,2.331988103687763,0.7453805562108755,5.2805917008469505,0.8629944172904579,0.16342759792468764,-0.8364963446335492,0.8364963446335492,-0.7297559114342334,0.7297559114342334,-0.7306407633838811,0.7306407633838811
choice2,16,72,1.535466106194589,-1.535466106194589,5.2494456966718035,0.6166723072528839,-1.2597196853409212,6.509165382012725,1.060017690244562,0.16285001655877265,-0.8291299384675004,0.8291299384675004,-0.7211137541817393,0.7211137541817393,-0.631279680375632,0.631279680375632
choice2,17,72,1.6090098257280059,-1.6090098257280059,4.736738562583923,0.7910241819918156,-0.7007332673917214,5.437471829975645,0.8843805540110503,0.1626455422050456,-0.8234005114494624,0.8234005114494624,-0.7036437683295297,0.7036437683295297,-0.6210355905975563,0.6210355905975563
choice2,18,72,2.9744785730209617,-2.9744785730209617,5.777359257141749,2.3262731631596885,0.8198032987614473,4.957555958380302,0.7599284645350964,0.1532869161568425,-0.8168525948574189,0.8168525948574189,-0.6168508531101461,0.6168508531101461,-0.5496892933007329,0.5496892933007329
choice2,19,72,3.8933228589594364,-3.8933228589594364,6.9012986818949384,3.1414236798882484,1.6372462150951226,5.264052466799816,0.8400305951124112,0.15957868969020597,-0.8176710844314243,0.8176710844314243,-0.6085800385520952,0.6085800385520952,-0.5347019593810401,0.5347019593810401
choice2,20,72,2.285819214044346,-2.285819214044346,5.338097323973973,1.3663185468564432,0.15304177130262056,5.185055552671352,0.8597180230322075,0.1658069068496824,-0.8242190010234678,0.8242190010234678,-0.6444314877792384,0.6444314877792384,-0.5803392146463905,0.5803392146463905
choice2,21,72,1.902174375537369,-1.902174375537369,5.163254365324974,1.1394921652972698,-0.596223404010137,5.759477769335111,0.9103687983018253,0.15806446951646463,-0.7759281161571474,0.7759281161571474,-0.6132724598727853,0.6132724598727853,-0.5582699537096999,0.5582699537096999
choice2,22,72,3.9063179658518896,-3.9063179658518896,6.788322359323502,3.141373135149479,1.7892584030826886,4.999063956240813,0.8285029711719987,0.16573162064424052,-0.7399145749009085,0.7399145749009085,-0.610487389664462,0.610487389664462,-0.5477129415750592,0.5477129415750592
